Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
No,20,No,No,Fiber optic,Yes,No,Month-to-month,Yes,90.7,0
Yes,9,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,0
No,23,No,No,Fiber optic,Yes,No,Month-to-month,Yes,81.0,1
No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,75.4,0
No,37,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.5,0
Yes,18,No,No,DSL,No,No,Month-to-month,Yes,35.0,1
No,15,No,Yes,DSL,No,No,Two year,Yes,38.8,0
No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.55,0
No,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.0,0
No,30,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,0
Yes,2,Yes,No,DSL,No,No,Month-to-month,No,56.7,1
Yes,33,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.45,0
No,60,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,0
No,66,No,No,Fiber optic,Yes,Yes,One year,Yes,102.85,0
No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,64.95,0
Yes,62,No,No,Fiber optic,Yes,Yes,Two year,Yes,104.05,0
Yes,66,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.55,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,0
Yes,60,Yes,Yes,DSL,Yes,No,Two year,No,60.5,0
No,29,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,0
No,59,No,No,DSL,No,No,Month-to-month,Yes,44.3,0
No,36,Yes,No,DSL,Yes,No,One year,No,35.35,0
No,2,No,Yes,Fiber optic,No,No,Month-to-month,Yes,82.0,1
Yes,68,No,Yes,Fiber optic,Yes,No,Two year,Yes,84.4,0
No,59,No,Yes,Fiber optic,No,No,Month-to-month,No,101.1,1
Yes,17,Yes,No,DSL,No,Yes,One year,Yes,62.1,0
No,43,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.4,1
No,3,No,No,DSL,No,No,Month-to-month,No,25.3,1
No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.25,0
No,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,0
Yes,8,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.45,0
No,55,Yes,Yes,DSL,Yes,No,Two year,No,58.6,0
Yes,38,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.6,0
Yes,39,No,No,DSL,Yes,Yes,One year,No,54.85,0
No,62,No,No,Fiber optic,Yes,Yes,Two year,Yes,107.6,0
Yes,3,Yes,No,DSL,No,Yes,Month-to-month,Yes,64.5,0
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.15,0
Yes,34,Yes,Yes,Fiber optic,No,No,One year,Yes,103.8,0
Yes,22,Yes,No,DSL,Yes,Yes,One year,Yes,67.5,1
No,9,No,No,DSL,No,No,Month-to-month,Yes,24.95,0
Yes,13,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,72.8,0
No,61,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.55,1
Yes,58,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.55,0
No,54,Yes,No,DSL,No,Yes,Two year,No,45.2,0
No,56,No,No,DSL,No,No,Month-to-month,Yes,44.85,0
No,65,No,Yes,DSL,Yes,No,Two year,Yes,53.5,0
No,56,Yes,No,Fiber optic,No,No,One year,Yes,100.55,0
No,1,No,No,Fiber optic,No,No,Month-to-month,No,90.6,1
No,47,Yes,No,Fiber optic,No,No,Month-to-month,No,75.45,0
No,22,No,No,DSL,Yes,Yes,Two year,No,56.75,0
No,7,Yes,No,DSL,No,No,One year,Yes,59.1,0
No,10,Yes,No,Fiber optic,No,No,Month-to-month,Yes,98.7,1
No,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.05,0
No,65,Yes,Yes,Fiber optic,No,Yes,One year,Yes,100.15,0
No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,73.85,1
Yes,35,Yes,Yes,DSL,No,No,One year,No,55.6,0
No,22,Yes,No,DSL,No,Yes,Month-to-month,Yes,54.2,1
No,20,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.0,0
No,39,Yes,Yes,DSL,No,Yes,One year,No,41.15,0
No,3,No,No,DSL,No,No,Month-to-month,No,55.15,1
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,26.0,0
No,69,No,Yes,Fiber optic,No,Yes,One year,Yes,105.2,0
Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,0
Yes,3,Yes,Yes,Fiber optic,No,No,Month-to-month,No,89.85,0
No,2,No,Yes,Fiber optic,Yes,No,Month-to-month,No,79.7,1
Yes,66,Yes,Yes,DSL,No,Yes,Two year,No,65.7,0
No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,0
No,20,Yes,No,Fiber optic,No,No,Month-to-month,Yes,79.15,1
No,3,Yes,Yes,DSL,No,No,Month-to-month,No,55.35,1
No,6,No,No,Fiber optic,No,No,Month-to-month,No,89.3,1
No,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,88.15,0
No,28,No,No,Fiber optic,Yes,Yes,Month-to-month,No,91.0,0
No,67,Yes,Yes,DSL,No,Yes,One year,No,60.5,0
Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.2,0
Yes,72,Yes,No,DSL,Yes,Yes,Two year,Yes,80.8,0
Yes,0,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.25,0
No,27,No,No,Fiber optic,No,No,Month-to-month,Yes,85.25,1
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.9,0
No,22,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,24.85,0
No,8,Yes,No,DSL,No,No,Month-to-month,No,29.35,0
No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.6,0
No,12,No,Yes,DSL,No,No,Month-to-month,Yes,49.4,0
Yes,42,No,No,DSL,Yes,Yes,One year,No,73.15,0
No,10,Yes,Yes,DSL,Yes,No,Month-to-month,No,40.7,0
No,34,No,Yes,Fiber optic,No,No,Month-to-month,No,88.85,0
No,11,No,No,Fiber optic,No,No,Month-to-month,Yes,78.5,0
Yes,57,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.5,0
Yes,37,Yes,No,DSL,Yes,Yes,Two year,Yes,62.8,0
Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.05,0
Yes,29,No,Yes,DSL,Yes,No,Month-to-month,No,80.1,0
Yes,22,No,No,Fiber optic,No,No,Month-to-month,No,85.35,0
No,65,No,Yes,Fiber optic,Yes,No,Two year,No,105.1,0
No,9,No,No,DSL,No,No,Month-to-month,Yes,24.6,0
No,67,No,No,Fiber optic,No,No,Month-to-month,Yes,94.65,0
No,64,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,115.0,0
Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.15,0
No,42,Yes,Yes,DSL,Yes,Yes,One year,Yes,54.75,0
No,26,No,Yes,DSL,Yes,No,One year,Yes,56.05,0
No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,90.05,0
No,31,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.4,0
No,54,Yes,Yes,Fiber optic,No,No,One year,Yes,100.05,0
Yes,4,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,0
Yes,62,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,105.5,0
Yes,71,Yes,Yes,DSL,No,Yes,Two year,No,59.7,0
No,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.8,1
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,117.6,0
No,17,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.1,0
No,50,Yes,Yes,Fiber optic,No,Yes,One year,No,108.55,1
No,1,No,No,DSL,No,No,Month-to-month,No,45.15,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.5,1
No,54,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,109.55,0
No,9,No,No,DSL,No,No,Month-to-month,Yes,45.4,1
Yes,5,No,No,DSL,No,No,Month-to-month,No,46.0,1
Yes,12,No,No,DSL,No,Yes,One year,No,30.25,0
No,72,No,Yes,Fiber optic,Yes,No,One year,Yes,104.95,0
No,61,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,94.2,0
No,18,No,No,Fiber optic,No,Yes,Month-to-month,Yes,90.1,1
Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,0
No,32,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.75,0
No,64,Yes,No,DSL,Yes,Yes,Two year,Yes,85.0,0
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,79.3,1
No,12,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,0
No,28,No,No,DSL,Yes,No,Month-to-month,Yes,59.55,0
No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,73.15,0
No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,113.65,0
No,71,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,99.0,0
Yes,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.55,0
No,18,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,103.6,0
No,63,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,109.4,0
Yes,15,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.55,0
No,31,No,No,Fiber optic,No,No,Month-to-month,Yes,84.85,0
Yes,3,Yes,No,DSL,No,Yes,Month-to-month,Yes,55.1,1
Yes,66,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.35,0
No,43,No,No,Fiber optic,Yes,Yes,One year,Yes,107.55,1
No,14,Yes,Yes,Fiber optic,No,Yes,One year,No,105.95,1
No,65,No,No,Fiber optic,No,No,One year,Yes,70.95,0
Yes,3,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,26.4,0
No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,75.0,1
No,32,Yes,No,Fiber optic,Yes,Yes,One year,Yes,109.55,0
No,1,No,No,DSL,No,No,Month-to-month,Yes,44.55,0
No,62,No,Yes,Fiber optic,Yes,Yes,One year,Yes,110.75,0
No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.35,1
Yes,21,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.05,1
No,17,Yes,No,Fiber optic,No,No,Month-to-month,No,93.85,1
No,25,No,No,Fiber optic,No,No,Month-to-month,No,70.95,1
Yes,3,No,No,Fiber optic,No,No,Month-to-month,Yes,84.75,1
No,1,No,No,Fiber optic,No,No,Month-to-month,No,78.45,1
Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,0
No,64,Yes,No,Fiber optic,Yes,No,Two year,Yes,94.6,0
No,18,No,No,Fiber optic,Yes,No,Month-to-month,Yes,95.95,0
Yes,69,Yes,No,Fiber optic,Yes,No,One year,No,84.45,0
No,4,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,60.4,1
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.45,1
No,72,No,Yes,DSL,Yes,Yes,Two year,Yes,85.15,0
No,43,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.3,0
No,64,No,No,Fiber optic,Yes,Yes,One year,No,102.1,0
No,43,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,0
No,4,No,No,Fiber optic,Yes,No,Month-to-month,No,86.05,0
No,47,No,Yes,DSL,No,No,Month-to-month,Yes,58.6,0
No,1,No,No,DSL,No,No,Month-to-month,Yes,53.55,1
No,51,Yes,Yes,Fiber optic,Yes,No,One year,No,107.45,0
No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,92.0,0
No,71,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,93.25,0
Yes,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.3,0
No,10,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.4,1
No,7,No,Yes,Fiber optic,No,No,Month-to-month,Yes,94.25,1
No,72,Yes,No,DSL,Yes,Yes,Two year,No,86.65,0
No,32,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.55,0
No,60,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.9,0
No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.9,1
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,85.65,0
No,2,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,80.45,0
No,2,No,No,Fiber optic,Yes,No,Month-to-month,No,80.6,1
No,18,Yes,No,Fiber optic,No,No,Month-to-month,Yes,99.4,1
No,34,No,No,Fiber optic,No,No,Month-to-month,Yes,75.55,0
No,31,Yes,No,DSL,No,Yes,One year,Yes,64.0,0
No,5,No,Yes,DSL,No,No,Month-to-month,Yes,50.95,0
No,37,Yes,No,Fiber optic,No,No,Month-to-month,Yes,91.15,0
No,31,No,No,DSL,Yes,Yes,Month-to-month,Yes,66.4,0
Yes,33,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,0
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,79.5,0
No,60,Yes,No,DSL,Yes,No,One year,Yes,44.45,0
No,10,No,No,DSL,No,No,Month-to-month,Yes,56.75,0
No,46,No,Yes,DSL,No,No,Month-to-month,Yes,69.1,0
Yes,21,Yes,No,Fiber optic,No,No,Month-to-month,No,80.35,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,1
No,54,No,Yes,DSL,Yes,No,One year,Yes,55.45,0
No,33,No,Yes,DSL,Yes,No,Month-to-month,Yes,66.4,0
No,4,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.9,0
No,59,Yes,No,DSL,Yes,Yes,Two year,Yes,64.05,0
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,117.5,0
Yes,56,Yes,Yes,DSL,Yes,Yes,Two year,No,81.25,0
No,60,No,Yes,DSL,Yes,Yes,Two year,No,60.8,0
No,67,Yes,Yes,Fiber optic,No,No,Month-to-month,No,83.85,0
No,62,Yes,Yes,Fiber optic,No,No,One year,Yes,92.3,0
No,54,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.05,0
No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,69.95,0
No,1,No,No,DSL,No,No,Month-to-month,No,45.8,1
Yes,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,0
No,66,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,104.55,0
No,8,Yes,No,Fiber optic,No,No,Month-to-month,No,84.95,1
Yes,7,Yes,No,DSL,No,Yes,Month-to-month,No,34.65,0
No,21,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,0
No,4,Yes,No,DSL,Yes,No,Month-to-month,No,35.0,0
No,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,83.2,0
No,42,No,Yes,Fiber optic,No,No,Month-to-month,Yes,79.35,0
Yes,7,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,89.75,1
No,1,Yes,No,DSL,No,No,Month-to-month,Yes,50.75,0
No,40,No,No,DSL,Yes,No,One year,Yes,50.25,0
No,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.8,0
No,3,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.45,0
No,3,Yes,No,DSL,No,Yes,Month-to-month,No,34.25,1
No,43,No,Yes,DSL,Yes,Yes,One year,No,85.1,0
No,1,No,No,Fiber optic,Yes,No,Month-to-month,No,75.35,0
No,56,Yes,Yes,Fiber optic,Yes,No,One year,Yes,93.15,0
No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,79.65,1
No,20,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,0
No,3,No,No,DSL,No,No,Month-to-month,No,50.4,0
Yes,49,No,No,Fiber optic,No,Yes,One year,Yes,97.95,0
No,59,No,No,DSL,Yes,Yes,Month-to-month,Yes,64.65,0
No,65,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,111.05,0
Yes,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.95,0
Yes,40,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.4,0
No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.85,0
Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,No,64.05,0
No,10,No,No,DSL,No,No,Month-to-month,Yes,45.55,1
Yes,14,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,25.55,0
No,23,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,99.25,1
No,57,No,Yes,DSL,Yes,Yes,One year,No,74.6,0
Yes,34,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,89.85,0
No,27,No,No,Fiber optic,No,No,Month-to-month,Yes,69.05,0
No,67,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.85,0
No,63,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.5,0
No,7,Yes,No,Fiber optic,No,No,Month-to-month,Yes,79.65,1
Yes,27,Yes,Yes,DSL,No,No,One year,No,56.2,0
No,52,Yes,Yes,DSL,No,Yes,Two year,No,39.1,0
Yes,5,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,99.15,1
No,72,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,109.95,0
Yes,17,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,24.1,1
Yes,31,Yes,Yes,DSL,No,Yes,One year,Yes,75.25,0
No,1,No,Yes,DSL,No,No,Month-to-month,Yes,29.85,0
Yes,56,Yes,No,DSL,No,No,One year,No,65.2,0
No,3,No,No,Fiber optic,Yes,No,Month-to-month,No,73.85,0
Yes,9,No,Yes,DSL,No,No,Month-to-month,Yes,55.3,0
Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,108.15,0
No,3,No,No,DSL,No,Yes,Month-to-month,Yes,29.75,0
No,2,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,86.25,1
No,57,No,No,Fiber optic,Yes,No,Two year,Yes,95.25,1
No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.6,1
No,14,Yes,No,DSL,No,No,Month-to-month,Yes,64.7,1
No,63,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,109.25,0
No,29,No,No,DSL,Yes,No,Month-to-month,No,48.95,0
No,67,Yes,Yes,Fiber optic,No,No,One year,Yes,100.9,0
No,52,Yes,Yes,DSL,Yes,Yes,Two year,No,66.25,0
Yes,20,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,0
No,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,109.7,0
No,54,Yes,Yes,DSL,No,No,Two year,Yes,65.3,0
No,62,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,90.7,0
No,49,No,No,DSL,No,No,Month-to-month,Yes,52.15,0
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,80.4,1
No,52,Yes,No,DSL,Yes,No,Two year,No,59.85,0
Yes,55,No internet service,No internet service,No,No internet service,No internet service,Two year,No,21.0,0
Yes,48,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,95.5,1
No,72,Yes,Yes,Fiber optic,Yes,No,Two year,No,100.65,0
Yes,66,Yes,Yes,Fiber optic,Yes,No,One year,Yes,103.15,0
Yes,6,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,0
No,70,Yes,Yes,DSL,Yes,Yes,One year,No,79.4,0
No,5,No,No,Fiber optic,No,No,Month-to-month,No,80.2,0
No,33,No,No,Fiber optic,No,No,Month-to-month,No,68.25,1
No,20,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.35,0
No,29,No,No,Fiber optic,No,Yes,Month-to-month,Yes,94.2,0
No,1,No,No,DSL,No,No,Month-to-month,No,45.2,0
No,30,No,Yes,Fiber optic,Yes,Yes,One year,No,110.45,0
Yes,53,Yes,Yes,DSL,No,Yes,One year,No,62.85,0
No,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.05,0
No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,68.95,0
No,66,Yes,Yes,DSL,Yes,No,Two year,Yes,74.6,0
No,6,Yes,No,DSL,No,No,Month-to-month,No,29.45,0
No,70,No,No,Fiber optic,Yes,Yes,Two year,Yes,104.3,0
Yes,23,No,Yes,Fiber optic,Yes,Yes,One year,No,86.8,0
Yes,47,No,Yes,Fiber optic,No,No,One year,Yes,84.95,0
No,3,No,Yes,DSL,No,No,Month-to-month,Yes,30.75,0
No,5,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.8,1
Yes,15,No,No,DSL,Yes,Yes,Month-to-month,Yes,59.65,0
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.95,0
No,2,No,No,DSL,No,No,Month-to-month,No,62.05,1
No,9,No,No,Fiber optic,No,Yes,Month-to-month,No,86.25,0
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,70.25,0
No,8,No,No,Fiber optic,No,No,Month-to-month,No,70.7,0
No,26,No,Yes,Fiber optic,Yes,No,Month-to-month,No,89.8,1
Yes,23,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,99.85,1
Yes,34,Yes,Yes,DSL,Yes,No,One year,Yes,60.8,0
No,48,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,105.1,0
No,1,No,No,DSL,No,No,Month-to-month,Yes,44.05,0
No,5,No,Yes,Fiber optic,Yes,No,Month-to-month,No,105.3,0
Yes,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.95,0
No,63,No,Yes,Fiber optic,No,Yes,Month-to-month,No,105.4,0
No,49,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,106.65,0
No,3,No,No,DSL,No,No,Month-to-month,Yes,43.3,1
No,53,No,No,Fiber optic,No,No,Month-to-month,No,85.45,1
No,70,No internet service,No internet service,No,No internet service,No internet service,One year,No,26.05,0
No,51,Yes,Yes,DSL,Yes,Yes,One year,Yes,81.15,0
No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,69.6,1
Yes,18,No,No,DSL,Yes,Yes,One year,Yes,54.4,0
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,69.6,0
No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.65,0
No,45,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.4,1
No,22,No,No,Fiber optic,No,No,Month-to-month,Yes,69.25,1
No,31,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,90.55,0
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,69.55,1
No,69,Yes,Yes,DSL,Yes,Yes,One year,Yes,78.6,1
No,43,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,91.65,0
Yes,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,0
No,45,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,107.75,0
No,6,No,Yes,Fiber optic,No,No,Month-to-month,Yes,85.35,1
No,1,No,Yes,DSL,No,No,Month-to-month,Yes,48.6,0
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,70.5,0
No,72,Yes,No,Fiber optic,No,Yes,Two year,Yes,84.7,0
No,27,No,No,Fiber optic,Yes,No,Month-to-month,Yes,78.05,1
Yes,0,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,0
No,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.25,0
No,49,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.45,0
Yes,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,0
Yes,52,Yes,Yes,DSL,No,Yes,Two year,Yes,85.15,0
Yes,11,Yes,No,DSL,No,Yes,One year,Yes,36.05,0
No,6,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.6,0
Yes,25,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,0
No,33,Yes,Yes,Fiber optic,No,Yes,One year,Yes,93.55,0
Yes,72,No,No,Fiber optic,Yes,No,Two year,Yes,90.8,0
No,4,No,Yes,Fiber optic,No,No,Month-to-month,Yes,91.65,1
